보고서종류,작성연도,보고서명,광산명,광종,소재지,광업지적,보고서번호
시추결과,2020,20완도(납석)광산시추결과보고서,완도(납석),납석,전라남도완도군노화읍,"노화도_097,노화도_098,노화도_107",20시-039
시추결과,2020,20백암(납석)광산시추결과보고서,백암,납석,전라남도해남군황산면,"우수영_057,우수영_058,우수영_067,우수영_068",20시-038
시추결과,2020,20효종(백운석)광산시추결과보고서,효종,백운석,충청북도단양군대강면,단양_087,20시-037
시추결과,2020,20성신청풍(백운석)광산시추결과보고서,성신청풍,백운석,충청북도제천시금성면,"제천_077,제천_087",20시-036
시추결과,2020,20성신자성(백운석)광산시추결과보고서,(주)성신자성,"백운석,석회석",충청북도충주시산척면,제천_107,20시-035
시추결과,2020,20삼보(백운석)광산시추결과보고서,삼보,백운석,충청북도단양군매포읍,"영춘_117,영춘_118",20시-034
시추결과,2020,20백산(백운석)광산시추결과보고서,백산,백운석,충청북도단양군적성면,"단양_123,단양_124,단양_133,단양_134",20시-033
시추결과,2020,20한라옥계(석회석)광산시추결과보고서,한라옥계,석회석,강원도강릉시옥계면,"석병산_017,석병산_018,석병산_027,석병산_028",20시-032
시추결과,2020,20포진석회(석회석)광산시추결과보고서,포진석회,석회석,경상북도안동시임하면,중평동_118,20시-031
시추결과,2020,20태영청수(석회석)광산시추결과보고서,태영청수(석회석),석회석,강원도평창군미탄면,예미_112,20시-030
시추결과,2020,20태영삼도(석회석)광산시추결과보고서,태영삼도(석회석),석회석,"강원도삼척시노곡면,강원도삼척시도계읍","고사리_084,고사리_085,고사리_086,고사리_094,고사리_095,고사리_096",20시-029
시추결과,2020,20태령(석회석)광산시추결과보고서,태령(석회석),석회석,강원도태백시원동,호명_035,20시-028
시추결과,2020,20태경화암(석회석)광산시추결과보고서,태경화암,석회석,강원도정선군화암면,"임계_128,임계_129",20시-027
시추결과,2020,20태경방림(석회석)광산시추결과보고서,"백광방림,태경방림",석회석,강원도평창군방림면,평창_034,20시-026
시추결과,2020,20케이마인(석회석)광산시추결과보고서,케이마인(석회석),석회석,"강원도삼척시하장면,강원도정선군임계면",임계_099,20시-025
시추결과,2020,20충무정선(석회석)광산시추결과보고서,충무정선(석회석),석회석,강원도정선군남면,"예미_001,예미_002,예미_011",20시-024
시추결과,2020,20청림영월(석회석)광산시추결과보고서,청림영월(석회석),석회석,강원도영월군남면,"영춘_131,영춘_131,영춘_132,영춘_140,영춘_141,영춘_142",20시-023
시추결과,2020,20진산(석회석)광산시추결과보고서,진산,석회석,충청남도금산군진산면,금산_074,20시-022
시추결과,2020,20장성(석회석)광산탐광시추결과보고서,장성(석회석),석회석,전라남도장성군황룡면,"송정_133,송정_134,송정_144,송정_145",20시-021
시추결과,2020,20유니온노현(석회석)광산시추결과보고서,유니온노현,석회석,충청북도청주시상당구,미원_130,20시-020
시추결과,2020,20우룡(석회석)광산시추결과보고서,우룡(석회석),석회석,강원도영월군북면,"영월_004,영월_005,영월_014,영월_015",20시-019
시추결과,2020,20용연(석회석)광산시추결과보고서,용연,석회석,강원도삼척시하장면,호명_053,20시-018
시추결과,2020,20아세아영월(석회석)광산시추결과보고서,아세아,석회석,강원도영월군주천면,영월_115,20시-017
시추결과,2020,20쌍용동해(석회석)광산시추결과보고서,쌍용동해,석회석,강원도동해시삼화동,"삼척_123,삼척_133",20시-016
시추결과,2020,20신원삼육(석회석)광산시추결과보고서,삼육,석회석,강원도정선군신동읍,예미_036,20시-015
시추결과,2020,20송경(석회석)광산시추결과보고서,송경,석회석,충청북도제천시송학면,"영월_130,영월_130",20시-014
시추결과,2020,20성신미네필드(석회석)광산시추결과보고서,성신미네필드(석회석),석회석,강원도정선군남면,"예미_003,예미_013,예미_014",20시-013
시추결과,2020,20삼표제이(석회석)광산시추결과보고서,삼표제이(석회석),석회석,강원도삼척시근덕면,"삼척_038,삼척_039,삼척_048,삼척_049,삼척_050,삼척_058,삼척_060",20시-012
시추결과,2020,20삼성옥동(석회석)광산시추결과보고서,삼성옥동(석회석),석회석,강원도영월군중동면,"예미_030,예미_040,옥동_021,옥동_031",20시-011
시추결과,2020,20봉화(석회석)광산시추결과보고서,봉화,석회석,경상북도봉화군소천면,현동_132,20시-010
시추결과,2020,20백운(석회석)광산시추결과보고서,백운,석회석,강원도삼척시하장면,호명_063,20시-009
시추결과,2020,20반천(석회석)광산시추결과보고서,반천,석회석,강원도정선군임계면,"임계_103,임계_113",20시-008
시추결과,2020,20디에프씨(석회석)광산시추결과보고서,디에프씨,석회석,충청북도제천시자작동,"영춘_114,영춘_124",20시-007
시추결과,2020,20도원옥계(석회석)광산시추결과보고서,도원옥계,석회석,강원도강릉시옥계면,"석병산_017,석병산_027",20시-006
시추결과,2020,20대성제천(석회석)광산시추결과보고서,대성제천(석회석),석회석,충청북도제천시두학동,"영춘_122,영춘_132",20시-005
시추결과,2020,20대성동해(석회석)광산시추결과보고서,대성동해,석회석,"강원도삼척시노곡면,강원도삼척시도계읍,강원도삼척시신기면","고사리_082,고사리_083,고사리_092,고사리_093,고사리_105,고사리_115",20시-004
시추결과,2020,20대성단양(석회석)광산시추결과보고서,대성단양,석회석,충청북도단양군어상천면,"영춘_097,영춘_107",20시-003
시추결과,2020,20남일울진(백운석)광산시추결과보고서,남일울진,백운석,경상북도울진군근남면,"울진_084,울진_094",20시-002
시추결과,2020,20경기금산(석회석)광산시추결과보고서,경기금산,석회석,충청남도금산군진산면,"금산_063,금산_064",20시-001
기술조사,2020,20_동유자원(규석)기술조사결과보고서,동유자원,규석,"강원도원주시귀래면,강원도원주시문막읍",문막_076,20의-006
기술조사,2020,20_소양(장석)광산기술조사결과보고서,소양,장석,"전라북도완주군소양면,전라북도완주군용진면",삼례_027,20의-005
기술조사,2020,20_남원48호(장석)광산기술조사결과보고서,남원48호,장석,전라북도남원시주천면,남원_048,20의-004
기술조사,2020,한성(석회석)광산기술조사결과보고서,한성,석회석,충청북도보은군마로면,청산_096,20의-003
기술조사,2020,20년안동(석회석)광산기술조사결과보고서,안동,석회석,경상북도안동시임동면,중평동_020,20의-002
기술조사,2020,20년포진석회(석회석)광산기술조사결과보고서,포진석회,석회석,경상북도안동시임하면,중평동_118,20의-001
정밀조사,2020,"대흥지구(금,은)정밀조사보고서",대흥지구,"금,은","충청남도공주시신풍면,충청남도청양군운곡면","대흥_059,대흥_069",20정-002
정밀조사,2020,호명지구(금·은)정밀조사보고서,호명지구,"금,은","강원도정선군화암면몰운리,강원도정선군화암면화암리","호명_111,호명_112",20정-001
시추결과,2020,20금성(몰리브덴)광산시추결과보고서,금성,몰리브덴,충청북도제천시금성면,"제천_016,제천_026",20시-006
시추결과,2020,20신예미(철)광산시추결과보고서,신예미,"금,몰리브덴,아연,연,은,철",강원도정선군신동읍,"예미_049,예미_059,예미_060",20시-005
시추결과,2020,20관인마그네타이트(티탄철)광산시추결과보고서,관인마그네타이트,티탄철,경기도포천시관인면,"연천_003,연천_004,연천_013,연천_014,연천_015,연천_016",20시-004
시추결과,2020,"20가사도(금,은)광산시추결과보고서","가사도(금,은)","금,은",전라남도진도군조도면,"지산_112,지산_113,지산_122,지산_123,지산_123",20시-003
시추결과,2020,"20은산(금,은)광산시추결과보고서","은산(금,은)","금,은","전라남도해남군문내면,전라남도해남군황산면","우수영_066,우수영_076",20시-002
시추결과,2020,20창대(몰리브덴)광산시추결과보고서,"대봉,창수",몰리브덴,경상북도영덕군창수면,영해_106,20시-001
정밀조사,2019,영춘Ⅰ지구(석회석)기획정밀조사보고서,영춘1지구,석회석,"충청북도단양군매포읍,충청북도단양군어상천면","영춘_106,영춘_116",19정-006
정밀조사,2019,감포지구(벤토나이트)정밀조사보고서,감포지구,벤토나이트,"경상북도경주시감포읍전동리,경상북도경주시감포읍팔조리","감포_012,감포_013",19정-005
정밀조사,2019,석병산지구(석회석)정밀조사보고서,석병산지구,석회석,"강원도강릉시옥계면,강원도정선군임계면","석병산_017,석병산_028",19정-004
정밀조사,2019,"영춘II지구(석회석,백운석)정밀조사보고서",영춘II지구,"백운석,석회석","강원도영월군남면,충청북도단양군어상천면,충청북도단양군영춘면","영춘_053,영춘_063,영춘_064,영춘_066,영춘_075,영춘_076",19정-003
정밀조사,2019,정선지구(석회석)정밀조사보고서,정선지구,석회석,"강원도정선군정선읍용탄리,강원도정선군정선읍회동리","전주_106,정선_107,정선_117",19정-002
정밀조사,2019,"영월지구(백운석,석회석)정밀조사보고서",영월지구,"백운석,석회석","강원도영월군북면덕상리,강원도영월군한반도면광전리","영월_066,영월_076",19정-001
시추결과,2019,19가평(흑연)광산시추결과보고서,가평,흑연,경기도가평군가평읍,가평_125,19시-044
시추결과,2019,19친환경옥(연옥)광산시추결과보고서,친환경옥,연옥,강원도춘천시신동,가평_041,19시-043
시추결과,2019,19대일(연옥)광산시추결과보고서,대일(연옥),연옥,강원도춘천시동면월곡리,"내평_115,내평_116,내평_125,내평_126",19시-042
시추결과,2019,19완도(납석)광산시추결과보고서,완도(납석),납석,전라남도완도군노화읍,"노화도_097,노화도_097,노화도_107",19시-041
시추결과,2019,19백암(납석)광산시추결과보고서,백암,"고령토,금,납석,명반석,은",전라남도해남군황산면,"우수영_057,우수영_058,우수영_067,우수영_068",19시-040
시추결과,2019,19쌍용용산(규석)광산시추결과보고서,"삼보,쌍용용산",규석,강원도정선군임계면,"임계_074,임계_075",19시-039
시추결과,2019,"19대촌(규석,장석)광산시추결과보고서",대촌,"규석,장석",전라북도무주군적상면,장기리_046,19시-038
시추결과,2019,19제일장수(백운석)광산시추결과보고서,제일장수,"규석,백운석",전라북도장수군장계면,"장계_105,장계_115,장계_115",19시-037
시추결과,2019,19성신청풍(백운석)광산시추결과보고서,성신청풍,백운석,충청북도제천시금성면,"제천_077,제천_087",19시-036
시추결과,2019,19성신자성(백운석)광산시추결과보고서,자성광산,백운석,충청북도충주시산척면,제천_107,19시-035
시추결과,2019,19삼보(백운석)광산시추결과보고서,삼보,백운석,충청북도단양군매포읍,"영춘_117,영춘_118",19시-034
시추결과,2019,19백산(백운석)광산시추결과보고서,백산,백운석,충청북도단양군적성면,"단양_123,단양_124,단양_133,단양_134",19시-033
